EUR/USD,20090531 21:52:57.014,1.41305,1.41319
EUR/USD,20090531 21:52:57.259,1.41305,1.41313
EUR/USD,20090531 21:53:01.259,1.41305,1.41321
EUR/USD,20090531 21:53:01.260,1.41305,1.41313
EUR/USD,20090531 21:53:02.629,1.41305,1.41316
EUR/USD,20090531 21:53:04.014,1.41305,1.41321
EUR/USD,20090531 21:53:04.280,1.41298,1.41333
EUR/USD,20090531 21:53:08.509,1.41307,1.41323
EUR/USD,20090531 21:53:08.510,1.41298,1.41333
EUR/USD,20090531 21:53:08.776,1.41299,1.4133
EUR/USD,20090531 21:53:37.012,1.41314,1.41329
EUR/USD,20090531 21:53:37.013,1.41299,1.4133
EUR/USD,20090531 21:53:37.034,1.41301,1.4133
EUR/USD,20090531 21:53:37.278,1.41307,1.41334
EUR/USD,20090531 21:54:08.758,1.41311,1.41334
EUR/USD,20090531 21:54:08.759,1.41307,1.41334
EUR/USD,20090531 21:54:08.779,1.41299,1.4133
EUR/USD,20090531 21:54:09.510,1.41327,1.4133
EUR/USD,20090531 21:54:09.515,1.41331,1.41333
EUR/USD,20090531 21:54:12.258,1.41331,1.41346
EUR/USD,20090531 21:54:12.268,1.4133,1.41346
EUR/USD,20090531 21:54:12.280,1.41304,1.41335
EUR/USD,20090531 21:54:19.778,1.41299,1.4133
EUR/USD,20090531 21:54:26.509,1.41319,1.4133
EUR/USD,20090531 21:54:26.510,1.41299,1.4133
EUR/USD,20090531 21:54:26.516,1.41311,1.4133
EUR/USD,20090531 21:54:26.635,1.41311,1.41334
EUR/USD,20090531 21:54:26.780,1.41318,1.41341
EUR/USD,20090531 21:54:27.763,1.41324,1.41341
EUR/USD,20090531 21:54:27.767,1.41318,1.41341
EUR/USD,20090531 21:54:27.769,1.41321,1.41341
EUR/USD,20090531 21:54:27.782,1.41325,1.41344
EUR/USD,20090531 21:54:28.764,1.41329,1.41344
EUR/USD,20090531 21:54:28.765,1.41325,1.41344
EUR/USD,20090531 21:54:28.771,1.41331,1.41344
EUR/USD,20090531 21:54:28.784,1.41332,1.41348
EUR/USD,20090531 21:54:32.236,1.4133,1.41346
EUR/USD,20090531 21:54:32.281,1.41325,1.41341
EUR/USD,20090531 21:54:32.455,1.41325,1.41339
EUR/USD,20090531 21:54:32.517,1.41321,1.41339
EUR/USD,20090531 21:54:32.536,1.41321,1.41329
EUR/USD,20090531 21:54:32.775,1.4132,1.41333
EUR/USD,20090531 21:54:32.782,1.41317,1.41326
EUR/USD,20090531 21:54:33.282,1.41317,1.41333
EUR/USD,20090531 21:54:37.759,1.41329,1.41337
EUR/USD,20090531 21:54:37.765,1.41331,1.41337
EUR/USD,20090531 21:54:38.279,1.41331,1.41339
EUR/USD,20090531 21:55:26.510,1.41331,1.41345
EUR/USD,20090531 21:55:26.520,1.41329,1.41345
EUR/USD,20090531 21:55:26.796,1.41325,1.4134
EUR/USD,20090531 21:55:46.752,1.41325,1.41343
EUR/USD,20090531 21:55:54.259,1.41324,1.41343
EUR/USD,20090531 21:55:54.297,1.41336,1.41368
EUR/USD,20090531 21:55:58.510,1.41336,1.41358
EUR/USD,20090531 21:55:58.766,1.41327,1.41347
EUR/USD,20090531 21:56:02.260,1.41336,1.41347
EUR/USD,20090531 21:56:02.265,1.41336,1.41358
EUR/USD,20090531 21:56:06.012,1.41336,1.41358
EUR/USD,20090531 21:56:06.013,1.41336,1.41368
EUR/USD,20090531 21:56:06.020,1.41336,1.41349
EUR/USD,20090531 21:56:06.298,1.41327,1.41347
EUR/USD,20090531 21:56:09.796,1.41324,1.41342
EUR/USD,20090531 21:56:23.522,1.41324,1.41339
EUR/USD,20090531 21:56:23.796,1.41323,1.41339
EUR/USD,20090531 21:57:24.266,1.41321,1.41337
EUR/USD,20090531 21:57:28.268,1.4132,1.41336
EUR/USD,20090531 21:57:28.299,1.41317,1.41336
EUR/USD,20090531 21:57:52.767,1.4132,1.41339
EUR/USD,20090531 21:57:53.268,1.41314,1.41337
EUR/USD,20090531 21:57:53.819,1.41314,1.41335
EUR/USD,20090531 21:58:10.967,1.41314,1.41337
EUR/USD,20090531 21:58:11.016,1.41314,1.41332
EUR/USD,20090531 21:58:11.271,1.41314,1.41332
EUR/USD,20090531 21:58:14.258,1.4131,1.41335
